SEMANA;FECHA;CIA;#ORDEN ;SOLICITANTE;UNIDAD;VEHICULO;#PLACA;KM ACTUAL;ULT KM;KM RECORRIDOS;DIFERENCIA RECORRIDA;VALOR COMBUST;VALOR RECORRIDO;SOLICITADO ;ABASTECIDO;DIFERENCIA;TOTAL VALOR LPS;OBSERVACION 1;OBSERVACION 2;COMBUSTIBLE ;DENOMINACION ;PROVEEDOR;AUDITADO POR ;MES;AÑO
SEMANA-51;17/12/2025;INVERSIONES S&S de R.L;33947;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;210124;210124;0;0;87.23;0;8;8;0;697.84;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;17/12/2025;INVERSIONES S&S de R.L;33948;DESPACHOS;C-04;ISUZU NPR (BLANCO);HDV-0608;288300;288300;0;0;87.23;0;35;35;0;3053.05;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;17/12/2025;INVERSIONES S&S de R.L;7699;DESPACHOS;27;TOYOTA HIACE ;JAB-1485;116997;116997;0;0;87.23;0;15;15;0;1308.45;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;17/12/2025;INVERSIONES S&S de R.L;33945;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;119257;119257;0;0;87.23;0;6;6;0;523.38;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;17/12/2025;INVERSIONES S&S de R.L;7695;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;324970;324970;0;0;87.23;0;6;6;0;523.38;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;17/12/2025;INVERSIONES S&S de R.L;33944;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;350315;350315;0;0;87.23;0;15;13.1;-1.9;1142.713;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;17/12/2025;INVERSIONES S&S de R.L;7693;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;293553;293553;0;0;87.23;0;13;12;-1;1046.76;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;17/12/2025;INVERSIONES S&S de R.L;33940;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;370786;370786;0;0;87.23;0;6;6;0;523.38;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;17/12/2025;INVERSIONES S&S de R.L;7692;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;460312;460312;0;0;87.23;0;14;14;0;1221.22;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;16/12/2025;INVERSIONES S&S de R.L;33928;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;210046;210046;0;0;87.23;0;25;25;0;2180.75;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;16/12/2025;INVERSIONES S&S de R.L;33927;MANTENIMIENTO;P-10;KIA K2700 MANTENIMIENTO;JAI-8478;54619;54619;0;0;87.23;0;8;5.8;-2.2;505.934;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;16/12/2025;INVERSIONES S&S de R.L;7691;DESPACHOS;27;TOYOTA HIACE ;JAB-1485;116332;116332;0;0;87.23;0;15;15;0;1308.45;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;16/12/2025;INVERSIONES S&S de R.L;33932;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;118968;118968;0;0;87.23;0;9;8.2;-0.8;715.286;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;16/12/2025;INVERSIONES S&S de R.L;7690;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;324755;324755;0;0;87.23;0;9;8.8;-0.2;767.624;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;16/12/2025;INVERSIONES S&S de R.L;33931;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;349828;349828;0;0;87.23;0;13;13;0;1133.99;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;16/12/2025;INVERSIONES S&S de R.L;7689;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;292884;292884;0;0;87.23;0;7;7;0;610.61;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;16/12/2025;INVERSIONES S&S de R.L;33929;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;370543;370543;0;0;87.23;0;9;7.4;-1.6;645.502;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;16/12/2025;INVERSIONES S&S de R.L;33935;DESPACHOS;20;TOYOTA HIACE ;HDA-0412;450359;450359;0;0;87.23;0;13;12.3;-0.7;1072.929;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;16/12/2025;INVERSIONES S&S de R.L;7688;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;459830;459830;0;0;87.23;0;14;14;0;1221.22;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;16/12/2025;INVERSIONES S&S de R.L;33933;DESPACHOS;16;TOYOTA HIACE ;HAE-6278;409323;409323;0;0;87.23;0;11;11;0;959.53;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;15/12/2025;INVERSIONES S&S de R.L;33917;DESPACHOS;C-08;ISUZU FVR (NUEVO);HBB-4505;429400;429400;0;0;87.23;0;55;48.8;-6.2;4256.824;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;15/12/2025;INVERSIONES S&S de R.L;7685;DESPACHOS;C-07;ISUZU NPR (BLANCO);JAD-6907;208975;208975;0;0;87.23;0;25;25;0;2180.75;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;15/12/2025;INVERSIONES S&S de R.L;33914;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;209334;209334;0;0;87.23;0;32;32;0;2791.36;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;15/12/2025;INVERSIONES S&S de R.L;33915;DESPACHOS;C-04;ISUZU NPR (BLANCO);HDV-0608;287411;287411;0;0;87.23;0;7;7;0;610.61;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;15/12/2025;INVERSIONES S&S de R.L;7686;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;280944;280944;0;0;87.23;0;20;20;0;1744.6;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;15/12/2025;INVERSIONES S&S de R.L;7684;DESPACHOS;27;TOYOTA HIACE ;JAB-1485;115880;115880;0;0;87.23;0;9;9;0;785.07;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;15/12/2025;INVERSIONES S&S de R.L;33912;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;118688;118688;0;0;87.23;0;5;5;0;436.15;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;15/12/2025;INVERSIONES S&S de R.L;33911;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;324476;324476;0;0;87.23;0;14;14;0;1221.22;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;15/12/2025;INVERSIONES S&S de R.L;7683;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;349353;349353;0;0;87.23;0;15;15;0;1308.45;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;15/12/2025;INVERSIONES S&S de R.L;33910;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;292577;292577;0;0;87.23;0;9;9;0;785.07;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;15/12/2025;INVERSIONES S&S de R.L;7682;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;370282;370282;0;0;87.23;0;11;11;0;959.53;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;15/12/2025;INVERSIONES S&S de R.L;33913;DESPACHOS;21;TOYOTA HIACE ;HDA-0865;144789;144789;0;0;87.23;0;13;13;0;1133.99;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;15/12/2025;INVERSIONES S&S de R.L;33909;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;459332;459332;0;0;87.23;0;14;14;0;1221.22;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;14/12/2025;INVERSIONES S&S de R.L;7681;DESPACHOS;C-07;ISUZU NPR (BLANCO);JAD-6907;208419;208419;0;0;88.58;0;11;11;0;974.38;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;14/12/2025;INVERSIONES S&S de R.L;33898;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;208744;208744;0;0;88.58;0;26;26;0;2303.08;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;14/12/2025;INVERSIONES S&S de R.L;7680;DESPACHOS;C-04;ISUZU NPR (BLANCO);HDV-0608;287337;287337;0;0;88.58;0;10;10;0;885.8;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;14/12/2025;INVERSIONES S&S de R.L;33897;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;280485;280485;0;0;88.58;0;9;9;0;797.22;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;14/12/2025;INVERSIONES S&S de R.L;7678;DESPACHOS;27;TOYOTA HIACE ;JAB-1485;115557;115557;0;0;88.58;0;14;14;0;1240.12;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;14/12/2025;INVERSIONES S&S de R.L;33896;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;118496;118496;0;0;88.58;0;6;5.6;-0.4;496.048;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;14/12/2025;INVERSIONES S&S de R.L;7677;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;323673;323673;0;0;88.58;0;15;15;0;1328.7;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;14/12/2025;INVERSIONES S&S de R.L;7676;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;369894;369894;0;0;88.58;0;5;5;0;442.9;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-51;14/12/2025;INVERSIONES S&S de R.L;33893;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;458854;458854;0;0;88.58;0;13;10.1;-2.9;894.658;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;13/12/2025;INVERSIONES S&S de R.L;7668;DESPACHOS;C-08;ISUZU FVR (NUEVO);HBB-4505;428478;428478;0;0;88.58;0;50;48.1;-1.9;4260.698;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;13/12/2025;INVERSIONES S&S de R.L;33876;DESPACHOS;C-09;CAMION FVR NUEVO;JAK-3069;143222;143222;0;0;88.58;0;45;45;0;3986.1;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;13/12/2025;INVERSIONES S&S de R.L;33883;DESPACHOS;C-07;ISUZU NPR (BLANCO);JAD-6907;208151;208151;0;0;88.58;0;22;22;0;1948.76;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;13/12/2025;INVERSIONES S&S de R.L;33882;DESPACHOS;C-04;ISUZU NPR (BLANCO);HDV-0608;287268;287268;0;0;88.58;0;20;20;0;1771.6;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;13/12/2025;INVERSIONES S&S de R.L;7674;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;280303;280303;0;0;88.58;0;7;6.8;-0.2;602.344;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;13/12/2025;INVERSIONES S&S de R.L;7672;DESPACHOS;27;TOYOTA HIACE ;JAB-1485;115075;115075;0;0;88.58;0;6;6;0;531.48;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;13/12/2025;INVERSIONES S&S de R.L;33881;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;118316;118316;0;0;88.58;0;14;14;0;1240.12;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;13/12/2025;INVERSIONES S&S de R.L;7671;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;323202;323202;0;0;88.58;0;11;11;0;974.38;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;13/12/2025;INVERSIONES S&S de R.L;33880;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;348288;348288;0;0;88.58;0;7;7;0;620.06;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;13/12/2025;INVERSIONES S&S de R.L;7670;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;291674;291674;0;0;88.58;0;9;9;0;797.22;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;13/12/2025;INVERSIONES S&S de R.L;33877;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;369589;369589;0;0;88.58;0;13;11;-2;974.38;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;12/12/2025;INVERSIONES S&S de R.L;7669;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;458340;458340;0;0;88.58;0;14;14;0;1240.12;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;12/12/2025;INVERSIONES S&S de R.L;33868;DESPACHOS;C-07;ISUZU NPR (BLANCO);JAD-6907;207688;207688;0;0;88.58;0;20;20;0;1771.6;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;12/12/2025;INVERSIONES S&S de R.L;7665;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;208011;208011;0;0;88.58;0;30;30;0;2657.4;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;12/12/2025;INVERSIONES S&S de R.L;7667;DESPACHOS;C-04;ISUZU NPR (BLANCO);HDV-0608;286799;286799;0;0;88.58;0;30;30;0;2657.4;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;12/12/2025;INVERSIONES S&S de R.L;7664;DESPACHOS;27;TOYOTA HIACE ;JAB-1485;114791;114791;0;0;88.58;0;9;8.3;-0.7;735.214;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;12/12/2025;INVERSIONES S&S de R.L;33867;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;117623;117623;0;0;88.58;0;4;4;0;354.32;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;12/12/2025;INVERSIONES S&S de R.L;33866;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;322748;322748;0;0;88.58;0;9;9;0;797.22;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;12/12/2025;INVERSIONES S&S de R.L;7662;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;347934;347934;0;0;88.58;0;6;6;0;531.48;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;12/12/2025;INVERSIONES S&S de R.L;7663;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;291288;291288;0;0;88.58;0;15;14.7;-0.3;1302.126;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;12/12/2025;INVERSIONES S&S de R.L;33865;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;368925;368925;0;0;88.58;0;14;14;0;1240.12;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;12/12/2025;INVERSIONES S&S de R.L;33864;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;457860;457860;0;0;88.58;0;5;5;0;442.9;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;11/12/2025;INVERSIONES S&S de R.L;7658;DESPACHOS;C-09;CAMION FVR NUEVO;JAK-3069;142530;142530;0;0;88.58;0;35;35;0;3100.3;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;11/12/2025;INVERSIONES S&S de R.L;33855;DESPACHOS;C-07;ISUZU NPR (BLANCO);JAD-6907;207197;207197;0;0;88.58;0;30;30;0;2657.4;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;11/12/2025;INVERSIONES S&S de R.L;33853;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;207376;207376;0;0;88.58;0;28;27.9;-0.1;2471.382;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;11/12/2025;INVERSIONES S&S de R.L;7659;DESPACHOS;C-04;ISUZU NPR (BLANCO);HDV-0608;286161;286161;0;0;88.58;0;18;18;0;1594.44;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;11/12/2025;INVERSIONES S&S de R.L;33854;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;280114;280114;0;0;88.58;0;7;7;0;620.06;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;11/12/2025;INVERSIONES S&S de R.L;7657;DESPACHOS;27;TOYOTA HIACE ;JAB-1485;114706;114706;0;0;88.58;0;9;9;0;797.22;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;11/12/2025;INVERSIONES S&S de R.L;33852;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;117475;117475;0;0;88.58;0;14;14;0;1240.12;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;11/12/2025;INVERSIONES S&S de R.L;33848;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;322457;322457;0;0;88.58;0;7;7;0;620.06;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;11/12/2025;INVERSIONES S&S de R.L;7656;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;347750;347750;0;0;88.58;0;13;13;0;1151.54;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;11/12/2025;INVERSIONES S&S de R.L;33847;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;290589;290589;0;0;88.58;0;15;15;0;1328.7;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;11/12/2025;INVERSIONES S&S de R.L;7655;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;368453;368453;0;0;88.58;0;5;5;0;442.9;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;11/12/2025;INVERSIONES S&S de R.L;33845;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;457718;457718;0;0;88.58;0;14;13.8;-0.2;1222.404;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;11/12/2025;INVERSIONES S&S de R.L;33850;DESPACHOS;12;TOYOTA HIACE ;HBT-4799;377596;377596;0;0;88.58;0;5;4.6;-0.4;407.468;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;10/12/2025;INVERSIONES S&S de R.L;33833;DESPACHOS;C-06;ISUZU NPR (BLANCO);JAB-2827;206666;206666;0;0;88.58;0;32;32;0;2834.56;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;10/12/2025;INVERSIONES S&S de R.L;33835;DESPACHOS;C-04;ISUZU NPR (BLANCO);HDV-0608;285720;285720;0;0;88.58;0;30;30;0;2657.4;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;10/12/2025;INVERSIONES S&S de R.L;7653;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;279930;279930;0;0;88.58;0;15;14.7;-0.3;1302.126;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;10/12/2025;INVERSIONES S&S de R.L;33832;DESPACHOS;27;TOYOTA HIACE ;JAB-1485;114254;114254;0;0;88.58;0;9;9;0;797.22;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;10/12/2025;INVERSIONES S&S de R.L;7652;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;116812;116812;0;0;88.58;0;10;10;0;885.8;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;10/12/2025;INVERSIONES S&S de R.L;33831;DESPACHOS;25;TOYOTA HIACE ;HCO-4650;322130;322130;0;0;88.58;0;13;13;0;1151.54;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;10/12/2025;INVERSIONES S&S de R.L;33836;DESPACHOS;24;TOYOTA HIACE ;HCO-4654;347274;347274;0;0;88.58;0;5;5;0;442.9;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;10/12/2025;INVERSIONES S&S de R.L;9650;DESPACHOS;23;TOYOTA HIACE ;HDZ-4103;290050;290050;0;0;88.58;0;6;6;0;531.48;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;10/12/2025;INVERSIONES S&S de R.L;33829;DESPACHOS;22;TOYOTA HIACE ;HDL-8233;368226;368226;0;0;88.58;0;5;5;0;442.9;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;10/12/2025;INVERSIONES S&S de R.L;33837;VENTAS;20;TOYOTA HIACE ;HDA-0412;449215;449215;0;0;88.58;0;15;15;0;1328.7;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;10/12/2025;INVERSIONES S&S de R.L;33828;DESPACHOS;19;TOYOTA HIACE ;HDA-0413;457233;457233;0;0;88.58;0;15;15;0;1328.7;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;09/12/2025;INVERSIONES S&S de R.L;33818;DESPACHOS;C-07;ISUZU NPR (BLANCO);JAD-6907;206305;206305;0;0;88.58;0;25;25;0;2214.5;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;09/12/2025;INVERSIONES S&S de R.L;9646;DESPACHOS;C-05;ISUZU NPR (BLANCO);HDV-0606;279644;279644;0;0;88.58;0;24;21.3;-2.7;1886.754;1    ;APROVADO;DIESEL ;CAMION ;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
SEMANA-50;09/12/2025;INVERSIONES S&S de R.L;33822;DESPACHOS;26;TOYOTA HIACE ;JAB-1487;116367;116367;0;0;88.58;0;14;12;-2;1062.96;1    ;APROVADO;DIESEL ;BUSITO;INVERSIONES S&S de R.L;VICTOR CACERES;DICIEMBRE;2025
